"var","end_dap","lag_max","at_typ","at_hi","delta_eta_bandA","delta_eta_bandB","OR_bandA","OR_bandB"
"tmean",85,70,25.45,27.03,1.02542241508009,-0.070794596261083,2.78827302041006,0.931653237533752
"tmean",85,70,25.45,27.03,0.655821299951434,-0.201295784313966,1.92672428629684,0.81767054166179
"tmean",85,70,25.45,27.03,1.06884662262833,-0.316928491630175,2.91201890562117,0.728382838732879
"tmean",85,70,25.45,27.03,0.405807512874986,-0.378995414244191,1.50051369509104,0.684548751832496
"tmean",85,70,25.45,27.03,0.186595186482238,0.339280284613541,1.2051393295997,1.40393679195278
"tmean",85,70,25.45,27.03,1.1294047295464,0.108827205572241,3.09381429563505,1.11496967314851
"tmean",85,70,25.45,27.03,1.15175246274747,-0.966147596213661,3.16373237755114,0.380546235638978
"tmean",85,70,25.45,27.03,0.379036944891754,-0.0914062413758092,1.46087700668933,0.912646880656646
"tmean",85,70,25.45,27.03,0.0696118422280488,-0.130957256386599,1.07209195965323,0.877255270649818
"tmean",85,70,25.45,27.03,0.0248857796427966,-0.523003622008803,1.02519801535314,0.592737512091038
"tmean",85,70,25.45,27.03,1.124655879677,-0.515009209790033,3.07915706605794,0.597495091788557
"tmean",85,70,25.45,27.03,0.809368742314265,0.228121019410378,2.24648942526906,1.25623734533631
"tmean",85,70,25.45,27.03,-0.0201147437708208,-0.0829364199105572,0.980086208067293,0.92040966508865
"tmean",85,70,25.45,27.03,0.380230565829591,-0.293893255314355,1.46262178116464,0.745356049994237
"tmean",85,70,25.45,27.03,0.29636962024964,-0.101622847674278,1.34496719207854,0.903370195597772
"tmean",85,70,25.45,27.03,1.04506651801271,-0.278727737023051,2.84358766716157,0.756745909063888
"tmean",85,70,25.45,27.03,0.816297815013006,0.258357910623443,2.26210956786932,1.29480215915006
"tmean",85,70,25.45,27.03,0.263888430319891,0.33179651497397,1.30198292637858,1.39346926953088
"tmean",85,70,25.45,27.03,0.829562177399661,-0.485037021127173,2.2923148932594,0.615674403381984
"tmean",85,70,25.45,27.03,-0.152636855135334,-0.625199450680382,0.858441403802519,0.535154680908686
"tmean",85,70,25.45,27.03,0.801201046174011,0.0445964672144866,2.22821551173721,1.04560583852814
"tmean",85,70,25.45,27.03,0.0502536587319509,0.647970649823712,1.05153779429297,1.91165746757768
"tmean",85,70,25.45,27.03,0.380894887584868,-0.0973410858600615,1.46359375544969,0.9072465043987
"tmean",85,70,25.45,27.03,0.772911001567395,0.130570261700082,2.1660624964749,1.13947799874239
"tmean",85,70,25.45,27.03,1.38759706641886,-1.13063463325036,4.00521421675238,0.322828313815332
"tmean",85,70,25.45,27.03,-0.117252387603381,-0.260851536023679,0.889360701219189,0.770395287072803
"tmean",85,70,25.45,27.03,0.823558280072132,0.479535497837571,2.27859330272651,1.61532390645537
"tmean",85,70,25.45,27.03,0.765567642251665,-0.671600736400663,2.15021458094842,0.510890122479913
"tmean",85,70,25.45,27.03,1.13491622109944,-0.712110764443805,3.11091290312446,0.490607546817506
"tmean",85,70,25.45,27.03,1.15005176816821,-0.299792679283964,3.15835640778352,0.740971823567662
"tmean",85,70,25.45,27.03,-0.405752079325971,0.706183235299807,0.666475379969663,2.02624278905929
"tmean",85,70,25.45,27.03,1.06883348354734,-0.384523488351714,2.91198064462028,0.680774956123796
"tmean",85,70,25.45,27.03,-0.187010475161896,-0.470403002597835,0.829435047873488,0.624750441491764
"tmean",85,70,25.45,27.03,1.02833212587434,0.0539033331752004,2.79639790331222,1.05538257674128
"tmean",85,70,25.45,27.03,-0.0253010820948369,0.479512634753413,0.975016307878598,1.61528697559113
"tmean",85,70,25.45,27.03,-0.0700935881243032,0.336197385016587,0.9323065630004,1.39961526062906
"tmean",85,70,25.45,27.03,0.94461755632482,-0.0377773124557305,2.57182961051419,0.962927348943958
"tmean",85,70,25.45,27.03,0.499261049400954,-0.638805997589151,1.64750339715909,0.527922388483267
"tmean",85,70,25.45,27.03,1.18847753467502,0.364796588260975,3.28208054785576,1.4402210204893
"tmean",85,70,25.45,27.03,0.531863263949059,-0.0489584181230587,1.7021008189099,0.952220724000263
"tmean",85,70,25.45,27.03,0.990079685234379,-0.170463999433566,2.6914489325435,0.843273447403927
"tmean",85,70,25.45,27.03,0.955384239021504,-0.00763419954771174,2.59966928541946,0.992394866940167
"tmean",85,70,25.45,27.03,0.838046335435473,0.353954870390741,2.31184599038355,1.4246908892859
"tmean",85,70,25.45,27.03,1.24777927459804,-0.694123325570473,3.48260046435215,0.499512165632015
"tmean",85,70,25.45,27.03,0.489290345769382,-0.188938534691034,1.63115825077164,0.82783738841184
"tmean",85,70,25.45,27.03,1.15074783058408,-0.181922700612745,3.16055558626884,0.833665779779094
"tmean",85,70,25.45,27.03,0.946286227645322,-0.295778668469135,2.57612473140237,0.743952069849803
"tmean",85,70,25.45,27.03,1.06857103484205,0.283957955843577,2.91121649934913,1.32837707908498
"tmean",85,70,25.45,27.03,-0.61101775634502,-0.435709569854399,0.542798151593499,0.646805550489368
"tmean",85,70,25.45,27.03,1.23458293194618,-0.620187312470044,3.43694478187132,0.537843683329882
"tmean",85,70,25.45,27.03,0.781162389822026,0.600131598989207,2.18400946097607,1.82235860516154
"tmean",85,70,25.45,27.03,0.422693128827212,0.344372755091976,1.5260659184662,1.41110453388626
"tmean",85,70,25.45,27.03,1.09202694489111,-0.408104860773376,2.98030887624027,0.664909152278743
"tmean",85,70,25.45,27.03,1.23496685366642,-0.742291453670001,3.4382645529525,0.476021882737404
"tmean",85,70,25.45,27.03,-0.0500798610161433,-0.714456502431363,0.951153461385574,0.489458058783913
"tmean",85,70,25.45,27.03,0.204189481633106,0.356760538433377,1.22653053644846,1.42869371165422
"tmean",85,70,25.45,27.03,1.48019522798441,-0.125467514156655,4.39380339057141,0.882084419217853
"tmean",85,70,25.45,27.03,0.519046279833546,-0.38756680962604,1.68042423073687,0.678706288623335
"tmean",85,70,25.45,27.03,0.751615192823026,-0.656051671973567,2.1204221427987,0.518896067082342
"tmean",85,70,25.45,27.03,0.271308059399889,0.0424527897764247,1.31167908322264,1.04336679763114
"tmean",85,70,25.45,27.03,1.00956968780153,-0.446252358714317,2.74441980357109,0.640022236491315
"tmean",85,70,25.45,27.03,0.500776084680326,-0.346628587573549,1.65000131466745,0.707067893296687
"tmean",85,70,25.45,27.03,0.512334872298249,0.000464965579577303,1.66918398003502,1.00046507369283
"tmean",85,70,25.45,27.03,0.255315300308679,-0.0814819912698878,1.29086856797219,0.921749309238961
"tmean",85,70,25.45,27.03,0.312277319961444,-0.154043851609871,1.36653360753413,0.857234429077478
"tmean",85,70,25.45,27.03,0.26475586317707,0.0690496476217522,1.30311279912193,1.0714894047285
"tmean",85,70,25.45,27.03,0.598114904884419,0.0935456511118421,1.81868716863223,1.09806072989031
"tmean",85,70,25.45,27.03,0.867925315800005,0.0623943755063032,2.38196390074649,1.06438202816742
"tmean",85,70,25.45,27.03,0.487580528743385,-0.809023863987723,1.62837165158862,0.445292520210328
"tmean",85,70,25.45,27.03,0.554085493343925,-0.323767432877342,1.74034869633917,0.723418466168578
"tmean",85,70,25.45,27.03,0.666640015266558,-0.323795820781949,1.94768213190717,0.723397930125658
"tmean",85,70,25.45,27.03,0.377579226844172,-0.0454995382893978,1.45874901129685,0.955520043745587
"tmean",85,70,25.45,27.03,0.569930132070475,-0.103397930047349,1.76814351059183,0.901768061467918
"tmean",85,70,25.45,27.03,0.0163357593987668,0.266417005421128,1.0164699174453,1.30527925373779
"tmean",85,70,25.45,27.03,0.903021276058475,0.0138306663825915,2.46704548822663,1.01392675251628
"tmean",85,70,25.45,27.03,0.542295565439045,0.360147009608496,1.71995059304516,1.43354014324561
"tmean",85,70,25.45,27.03,1.21175357418809,-0.447356393653736,3.35937039571131,0.639316019496075
"tmean",85,70,25.45,27.03,0.463272661580891,-0.363440428315433,1.58926661529275,0.695280144991968
"tmean",85,70,25.45,27.03,1.48166881483398,0.0276513823484322,4.40028281429165,1.02803723001844
"tmean",85,70,25.45,27.03,0.996311465886828,-0.450750081888847,2.70827382198901,0.637150057620664
"tmean",85,70,25.45,27.03,0.556415253724879,-0.833785342150316,1.7444080185689,0.434401810675108
"tmean",85,70,25.45,27.03,0.42759875966685,-0.0690701365965587,1.53357062711405,0.933261222016914
"tmean",85,70,25.45,27.03,0.60440249334167,-0.191458884747096,1.83015835032431,0.825753575475632
"tmean",85,70,25.45,27.03,1.11924793819461,-0.0964081955044004,3.06255011002649,0.908093260816899
"tmean",85,70,25.45,27.03,0.357940638253516,0.0242888428169949,1.43038070806268,1.02458621952394
"tmean",85,70,25.45,27.03,0.961750502091708,0.0561673786890526,2.61627225735397,1.05777471786592
"tmean",85,70,25.45,27.03,0.706295873739439,0.709789002077107,2.02647103473974,2.03356213598958
"tmean",85,70,25.45,27.03,0.908154896668041,-0.135883043121056,2.47974292782278,0.872944723408826
"tmean",85,70,25.45,27.03,-0.389779726531627,-0.0658228329220313,0.677206028590938,0.936296730554028
"tmean",85,70,25.45,27.03,1.93242795007943,-0.329629390341621,6.90625795159425,0.719190222889907
"tmean",85,70,25.45,27.03,0.823103468052178,-0.999456725743234,2.27755720673616,0.368079354900499
"tmean",85,70,25.45,27.03,0.0377578368311077,0.529729179580988,1.03847972088622,1.69847226535622
"tmean",85,70,25.45,27.03,-0.332407268533383,-0.666081455089428,0.717195172340637,0.5137176646074
"tmean",85,70,25.45,27.03,0.214240920679642,-0.0575955679601654,1.2389211005547,0.944031666894517
"tmean",85,70,25.45,27.03,1.15956093320957,-0.0238641999998937,3.18853298978306,0.976418298359961
"tmean",85,70,25.45,27.03,1.39034839946048,-0.163468595673561,4.01624906828051,0.849193166922261
"tmean",85,70,25.45,27.03,1.35836757920517,-0.453849688102186,3.88983826328844,0.635178200911614
"tmean",85,70,25.45,27.03,0.863406787497095,0.0455372293001127,2.37122520925625,1.04658996770066
"tmean",85,70,25.45,27.03,0.287819604318715,0.546208256703807,1.3335167217665,1.72669341138736
"tmean",85,70,25.45,27.03,0.198870012811388,-0.23756603769599,1.22002336818459,0.78854481557882
"tmean",85,70,25.45,27.03,1.33140603481009,-0.692656817439337,3.78636340537884,0.500245241684129
"tmean",85,70,25.45,27.03,0.551062338516626,-0.136317961710761,1.73509529769648,0.872565146069434
"tmean",85,70,25.45,27.03,0.936814726898193,-0.35317278037696,2.55184015133914,0.702455812311361
"tmean",85,70,25.45,27.03,0.891386509414738,0.470182842636745,2.43850832321645,1.6002867671211
"tmean",85,70,25.45,27.03,1.30882028311272,-0.783390918307434,3.701804054481,0.456854226444009
"tmean",85,70,25.45,27.03,0.140168498985442,-0.103775897954147,1.15046763515547,0.901427286486367
"tmean",85,70,25.45,27.03,0.976224757448157,-0.576180632484963,2.65441623699884,0.562040913180309
"tmean",85,70,25.45,27.03,1.21750394330428,-0.582671629349846,3.37874366382174,0.558404522044327
"tmean",85,70,25.45,27.03,0.959475803742902,-0.26657663177806,2.6103277906676,0.765997301741783
"tmean",85,70,25.45,27.03,1.40025883043306,0.301355974123318,4.05624971185537,1.35169042271993
"tmean",85,70,25.45,27.03,1.20358139054508,-0.262446007994839,3.3320288760384,0.769167892164279
"tmean",85,70,25.45,27.03,0.905236176737501,0.181615654720452,2.47251580482131,1.1991532164201
"tmean",85,70,25.45,27.03,0.430250908917916,-0.211911257046557,1.53764328356336,0.809036490668512
"tmean",85,70,25.45,27.03,0.675963102879992,0.0690575972259856,1.96592545296414,1.07149792267906
"tmean",85,70,25.45,27.03,0.236682369094452,0.341453809107397,1.26703860323423,1.40699160160709
"tmean",85,70,25.45,27.03,0.782176197588442,-0.811812184751728,2.18622474947814,0.44405263123757
"tmean",85,70,25.45,27.03,0.0908428836677597,0.0806400886361722,1.09509693412749,1.08398068938269
"tmean",85,70,25.45,27.03,0.479826582140943,0.00558705953468152,1.6157941703293,1.00560269625934
"tmean",85,70,25.45,27.03,1.06028213735109,-0.443334705444738,2.88718545722363,0.641892326272373
"tmean",85,70,25.45,27.03,1.05596315769499,0.356241360087302,2.87474265142496,1.42795215733209
"tmean",85,70,25.45,27.03,0.801139565707057,-0.157322200726303,2.22807852421815,0.854428716909224
"tmean",85,70,25.45,27.03,0.753636306485036,-0.206118202540454,2.1247120907366,0.813736884830947
"tmean",85,70,25.45,27.03,0.615307911918553,0.393953074034533,1.8502262185623,1.4828309637675
"tmean",85,70,25.45,27.03,0.476551787446844,0.0533787645815981,1.61051143081834,1.05482910136788
"tmean",85,70,25.45,27.03,0.909051720539364,0.430520104712657,2.48196781799339,1.53805726638783
"tmean",85,70,25.45,27.03,-0.0822589171822374,-0.267550745620177,0.921033456434228,0.765251496475723
"tmean",85,70,25.45,27.03,0.435252561656209,-0.0831157539970405,1.54535330665902,0.920244619061802
"tmean",85,70,25.45,27.03,1.06870137542735,-0.453406055167288,2.91159597374152,0.63546004939508
"tmean",85,70,25.45,27.03,0.572705794706124,0.152575767882322,1.77305809793158,1.16483071550776
"tmean",85,70,25.45,27.03,1.37266332980278,-0.0953380054248432,3.94584580202336,0.909065613424192
"tmean",85,70,25.45,27.03,-0.00486293419404037,-0.154126580048783,0.995148870727177,0.857163514344752
"tmean",85,70,25.45,27.03,0.701992801527376,0.424893433314889,2.01776971816482,1.52942742496783
"tmean",85,70,25.45,27.03,0.678031130026217,-0.341827956712014,1.96999524694008,0.710470425863293
"tmean",85,70,25.45,27.03,0.791547341675416,-0.12607272932821,2.20680847249364,0.881550729859488
"tmean",85,70,25.45,27.03,0.177259968464866,0.338508079325198,1.19394143990848,1.40285308301428
"tmean",85,70,25.45,27.03,0.740792250848468,0.51601238224932,2.09759667912671,1.67533372166899
"tmean",85,70,25.45,27.03,0.184893318604674,1.12247014888814,1.20309008595224,3.07243420751089
"tmean",85,70,25.45,27.03,1.00092236330211,0.00416396778093173,2.72079022851264,1.00417264914022
"tmean",85,70,25.45,27.03,0.727695134083246,0.627943907732609,2.070303332711,1.87375400476629
"tmean",85,70,25.45,27.03,1.01229046945917,-0.701342713819864,2.75189693784586,0.495918979282939
"tmean",85,70,25.45,27.03,1.0505599666264,0.063581735529133,2.85925175542912,1.0656465834293
"tmean",85,70,25.45,27.03,0.406226790636173,0.103824132994718,1.50114295902271,1.10940532996504
"tmean",85,70,25.45,27.03,1.20843219148093,-6.38385136934341e-05,3.34823115006128,0.999936163523941
"tmean",85,70,25.45,27.03,0.967401234663446,-0.334073168721193,2.63109796080818,0.716001391404366
"tmean",85,70,25.45,27.03,0.819159459154523,-0.158146647324234,2.26859219151882,0.853724576363416
"tmean",85,70,25.45,27.03,0.20726264247204,-0.040326188830466,1.23030565987044,0.960476091476876
"tmean",85,70,25.45,27.03,0.1283062000291,-0.250343641068843,1.13690106854573,0.778533201116602
"tmean",85,70,25.45,27.03,0.541549046171607,0.170417762104268,1.71866709592568,1.18580013021643
"tmean",85,70,25.45,27.03,0.670987044750275,-0.452379802274076,1.95616719260238,0.636112526855468
"tmean",85,70,25.45,27.03,0.443520452912931,0.173104568723167,1.55818308426999,1.18899042979478
"tmean",85,70,25.45,27.03,0.860432436897526,-0.177229874697578,2.36418283257389,0.837587222281831
"tmean",85,70,25.45,27.03,0.650837375557898,0.373628893635752,1.9171455278583,1.45299783364779
"tmean",85,70,25.45,27.03,0.367114447236603,-0.288264666938194,1.44356312147163,0.749563181391602
"tmean",85,70,25.45,27.03,0.734626680010727,0.337231988627098,2.08470358569641,1.40106405696676
"tmean",85,70,25.45,27.03,1.84197400937056,-0.0929027095921229,6.30897996253357,0.911282154995995
"tmean",85,70,25.45,27.03,1.13361585799471,-0.233666058031518,3.10687021581359,0.79162612894832
"tmean",85,70,25.45,27.03,0.0474840305908991,-0.194396288249845,1.04862945499481,0.823331562986102
"tmean",85,70,25.45,27.03,1.38745554432559,-0.668520906132664,4.00464743055978,0.512466002819084
"tmean",85,70,25.45,27.03,0.567205948882178,-0.984488981327822,1.76333331866254,0.373630110122831
"tmean",85,70,25.45,27.03,1.17856093465442,-0.449211868143641,3.24969431389343,0.638130884764558
"tmean",85,70,25.45,27.03,0.297611034622339,0.527515546432665,1.34663789048154,1.69471662918209
"tmean",85,70,25.45,27.03,0.738450016703036,-0.300392013040792,2.09268936584337,0.74052786719325
"tmean",85,70,25.45,27.03,1.13848442595817,-0.0562331064554014,3.12203310544185,0.945318750301635
"tmean",85,70,25.45,27.03,1.15381229751699,-0.648286980073219,3.17025585984515,0.522940817972144
"tmean",85,70,25.45,27.03,1.53673847808077,0.361455523557605,4.64940139047278,1.43541717831512
"tmean",85,70,25.45,27.03,0.876688769336438,0.162988809768955,2.40292986365836,1.17702351844966
"tmean",85,70,25.45,27.03,0.726690456966018,0.0572733577835064,2.06822439083444,1.05894524175868
"tmean",85,70,25.45,27.03,1.62838839362985,-0.372969975465573,5.09565590605204,0.688685910007358
"tmean",85,70,25.45,27.03,1.14704989973451,0.321160010652452,3.148889653465,1.37872617411932
"tmean",85,70,25.45,27.03,0.561621682739605,-0.159833059983512,1.75351383892475,0.852286057739237
"tmean",85,70,25.45,27.03,0.60525927874724,-0.0386945631631522,1.83172707522309,0.962044508107033
"tmean",85,70,25.45,27.03,0.827780384732399,0.0847915487711624,2.2882341000349,1.08849014593977
