var,end_dap,lag_max,metric,median,lo95,hi95
tmean,85,70,OR_bandA,1.9925085955667394,0.7332805130297572,5.013811250647283
tmean,85,70,OR_bandB,0.8526552544853123,0.40497893152162523,1.755522836005941
tmean,85,70,delta_eta_bandA,0.6893944340755851,-0.31022867256015463,1.6121863593205632
tmean,85,70,delta_eta_bandB,-0.15940035599207072,-0.9039202346497899,0.5627646489937042
vpd,85,70,OR_bandA,1.0429105455077523,0.38157406374403674,2.5511829687800924
vpd,85,70,OR_bandB,0.8631780671660294,0.49922372473515825,1.5710145796349002
vpd,85,70,delta_eta_bandA,0.042014644508359886,-0.9634504728031976,0.9365543089057052
vpd,85,70,delta_eta_bandB,-0.14713434239522352,-0.6947039103240567,0.45172163835911094
