"time","temperature_2m_max","temperature_2m_min","temperature_2m_mean","apparent_temperature_max","apparent_temperature_min","precipitation_sum","rain_sum","et0_fao_evapotranspiration","relative_humidity_2m_mean","lat","longitude","planting_date","pd_90"
2023-01-15,28.7,20,24.1,34.4,23.2,0.8,0.8,4.56,85,-13.84,-56.08,"2022-10-19","2023-01-17"
2023-01-16,29.9,20,24.5,37,22.8,2.4,2.4,4.77,84,-13.84,-56.08,"2022-10-18","2023-01-16"
2023-01-16,29.9,20,24.5,37,22.8,2.4,2.4,4.77,84,-13.84,-56.08,"2022-10-19","2023-01-17"
2023-01-17,28.5,20.9,24,33.5,24.4,6.4,6.4,4.33,86,-13.84,-56.08,"2022-10-19","2023-01-17"
2023-11-01,34.8,23.3,28.9,39.8,26.3,0,0,5.71,59,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-02,34.7,23.1,29,39.4,27.3,0.1,0.1,5.79,62,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-03,35,23.9,27.8,39.4,27.4,3.5,3.5,5.06,69,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-04,26.5,22.1,23.8,30.3,25.5,30.5,30.5,1.95,89,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-05,31.8,20.6,25.7,37,22.8,0,0,5.19,75,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-06,34.7,23,28.2,41.5,26.7,0,0,5.42,70,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-07,33.3,22.7,27.8,37.4,26.3,0,0,5.92,72,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-08,33.8,23,27.9,38.4,25.5,1.1,1.1,5.84,67,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-09,33.8,22.1,27.8,38.6,25.4,1.6,1.6,5.7,68,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-10,33.9,23.1,28.5,36.5,25,0,0,5.9,60,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-11,34.8,23.8,28.9,38.2,24.8,0,0,6.43,56,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-12,34.5,24,28.9,39.1,27.6,1,1,6.19,62,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-13,33.7,23.4,28.7,38.1,27.5,0,0,5.55,64,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-14,34.5,22.6,28.6,38.1,25.6,0,0,5.92,60,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-15,36.5,23.4,29.6,40.1,26.3,0,0,6.59,59,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-16,33.9,25,29.1,39.8,27.6,0.6,0.6,5.83,60,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-17,32,23.5,26.8,37,27.4,5.1,5.1,4.87,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-18,33,22.6,27,37.6,25.6,1.4,1.4,5.09,73,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-19,33.5,23.2,26.8,38.7,26.6,25.7,25.7,5.07,77,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-20,30.5,22.4,25.6,35.3,25.8,7.1,7.1,4.08,80,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-21,30.8,21.9,25.5,34.7,25.6,0.2,0.2,4.22,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-22,30.7,21.2,25.5,33.8,24.3,0.2,0.2,4.14,79,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-23,31,22.6,25.9,35.6,25.7,0.4,0.4,3.93,74,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-24,31,22.5,26.2,35.6,26.5,5.3,5.3,4.72,77,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-25,31.5,21.4,26.3,36.7,24,12.2,12.2,4.68,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-26,32.2,22.2,25.9,37.4,25.3,3.9,3.9,4.67,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-27,32.1,21.1,25.8,37.6,24.5,0,0,5.22,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-28,33,21,26.5,37.6,24,0.4,0.4,5.36,72,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-29,33.3,22.3,27.6,37.1,25.6,0,0,5.95,67,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-11-30,33.9,22.2,28.2,38.8,24.8,0,0,5.97,62,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-01,32,22.6,26.8,38,26,0.7,0.7,4.73,71,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-02,32.8,21.9,26.5,38,25.7,1.3,1.3,5.37,77,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-03,31.8,23,26.6,36.3,26.4,3,3,4.59,72,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-04,29.6,21.6,24.5,33.8,25.2,1.6,1.6,4.39,82,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-05,28.2,21.5,24.5,32,25.4,0.4,0.4,3.15,84,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-06,34.2,21.6,27.1,39.8,24.5,0,0,5.86,71,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-07,35,23,27.6,39.1,26.4,4.1,4.1,5.37,69,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-08,33,22.9,26.9,38.4,26.6,0.2,0.2,5.17,74,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-09,32.5,23.1,26.9,39.2,27.5,2.6,2.6,4.76,77,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-10,34.8,22.9,27.8,41,27.2,0.4,0.4,5.3,76,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-11,31.7,22.4,26.5,36.8,25.8,0.1,0.1,4.51,71,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-12,32.3,22.4,26.8,36.7,25.6,0.5,0.5,5.46,72,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-13,34.4,23.2,28.2,39.4,27.8,0.5,0.5,6.03,69,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-14,35.6,23.5,28.9,40.3,27.5,0.2,0.2,5.79,64,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-15,34.5,22.9,28.2,38.2,27.5,1.9,1.9,6.01,71,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-16,35.8,23.6,29.5,38.1,27.6,0.4,0.4,6.55,59,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-17,35.3,24.5,29,39.5,26.5,0.6,0.6,6,60,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-18,35.5,23.5,29.1,39.7,27.8,0.1,0.1,5.8,65,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-19,31.7,24,26.5,38,26.7,11.7,11.7,4.02,75,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-20,32.8,22.9,26.3,39,27.6,4.5,4.5,4.38,82,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-21,26.9,22.6,24.4,32.1,26.1,19.2,19.2,2.25,90,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-22,28.9,21.6,24,34.2,25.1,8,8,3.15,89,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-23,27,22.4,24.2,29.8,25.9,0.2,0.2,2.77,84,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-24,32.2,21.1,25.8,38.2,24.3,0.4,0.4,5.42,77,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-25,33.3,22.5,27.3,38.8,26.4,0.6,0.6,5.9,74,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-26,29.4,22.5,25.9,33.4,25.8,0.8,0.8,3.81,76,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-27,33.7,21.9,27.2,39.1,24.7,0,0,5.84,68,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-28,34.2,22.9,28.3,39.8,26.2,0.7,0.7,6.01,66,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-29,32.1,24,27.1,36.6,27.8,5.7,5.7,4.51,75,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-30,32.7,23.1,26.9,37,26.9,1.9,1.9,5.52,73,-13.84,-56.08,"2023-11-01","2024-01-30"
2023-12-31,31.2,22.8,26.7,36.5,27.5,0.3,0.3,5.41,76,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-01,30.5,21.9,25.3,35.3,24.8,7.1,7.1,3.66,81,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-02,28.8,22.1,24.3,33.8,25.6,19.9,19.9,3.37,89,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-03,28.6,22,24.3,33.1,25.1,9.5,9.5,3.27,88,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-04,29.5,22,24.5,35.6,24.8,10.9,10.9,3.55,87,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-05,26,22.5,23.6,29.5,25.6,21.1,21.1,2.18,92,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-06,29,21.5,24.2,34.5,24.9,6.2,6.2,3.66,87,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-07,28.9,22.5,24.9,33.5,25.7,2.4,2.4,3.73,86,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-08,29.8,21.9,25.2,35.1,25.6,8.3,8.3,3.98,84,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-09,30,21.6,24.8,36.4,25.2,2.3,2.3,3.98,85,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-10,28.5,22.4,24.6,32.5,25.7,8.4,8.4,3.75,83,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-11,25.2,21.9,23.1,28.9,25.4,14.3,14.3,1.99,93,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-12,27.1,21.2,23.1,30.8,24.4,14.6,14.6,2.4,92,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-13,29.5,20.8,24.4,34.3,24.3,0.8,0.8,4.49,85,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-14,30,22.1,25.6,35,25.8,4.1,4.1,5.39,80,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-15,31.4,21.7,26.2,37.3,25.2,0.2,0.2,5.67,74,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-16,31.6,22.8,26.6,36.3,26.1,0.2,0.2,5.81,73,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-17,32.8,22.2,27.1,38.5,25.8,0.1,0.1,5.86,73,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-18,31.9,22,26.4,37.7,26.1,0.2,0.2,5.82,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-19,30.9,21.8,26.1,37.3,24.9,2.6,2.6,4.92,75,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-20,31.5,22.2,25.8,37.2,26.2,1.8,1.8,4.64,80,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-21,31.1,23,26.3,36.5,26.2,4.9,4.9,4.68,78,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-22,31.6,22.9,26.4,37.5,26.6,17.2,17.2,4.96,80,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-23,29.4,22.1,25.1,35.9,26.5,19.6,19.6,3.97,88,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-24,29.8,22.1,25.3,35,25.9,10.4,10.4,4.11,86,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-25,30.6,21.9,25.4,36.4,25.1,1.5,1.5,4.47,83,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-26,32.6,22.2,26.4,36.4,26.5,0.2,0.2,5.96,76,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-27,33.2,19.1,25.9,36.9,20.5,0,0,6.33,61,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-28,30.8,21.3,25.2,35.7,22.1,0.5,0.5,5.2,74,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-29,31,21.8,26.2,35.8,24.4,0.7,0.7,5.65,71,-13.84,-56.08,"2023-11-01","2024-01-30"
2024-01-30,32.2,22,26.7,38.6,25.6,0.5,0.5,5.71,73,-13.84,-56.08,"2023-11-01","2024-01-30"
2014-10-23,30.4,21.4,25.7,36.3,24.9,6.5,6.5,4.1,79,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-24,28.6,21.5,24.6,33.6,25.5,21.6,21.6,3.5,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-25,27.2,20.9,23.5,31.9,24.4,6.3,6.3,2.81,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-26,25.3,21,23,29.6,24.5,17,17,2.23,93,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-27,26.9,20.9,23.4,31,23.7,5.2,5.2,3.01,90,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-28,25.2,21.4,23,29.5,24.8,12.3,12.3,2.11,93,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-29,29.4,20.8,24.3,34.8,24.4,0.2,0.2,4.59,85,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-30,29.3,21,24.3,35.3,24.5,3.9,3.9,4.03,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-10-31,27.8,21.6,23.7,32.7,25.4,8.5,8.5,2.76,90,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-01,26.7,21.1,23.4,31,24.2,3.7,3.7,2.57,90,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-02,29.5,21.6,24.4,34.5,25.2,2.7,2.7,4.03,86,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-03,29.4,21.2,24.6,35.9,25,5.8,5.8,4.54,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-04,28.8,21.7,24.6,33.9,25.3,5.1,5.1,3.31,86,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-05,28.1,22,24.4,33.1,25.6,4,4,3.37,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-06,30.9,21.7,25.3,37.4,25.6,1.2,1.2,4.81,85,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-07,30.8,22.5,26.1,37,26.3,0.7,0.7,4.66,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-08,31,22.5,25.9,37.9,26.7,3.2,3.2,4.5,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-09,30.7,22.5,25.7,37.5,26.9,0.9,0.9,4.4,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-10,29.3,22.6,25.3,33.7,26,3.1,3.1,4.14,81,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-11,29.9,21.5,25.3,33.3,25.1,0.1,0.1,5.12,78,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-12,30.4,21.6,25.7,34.4,24.5,1,1,4.94,76,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-13,28,21.3,24.4,33.9,24.8,15.9,15.9,3.43,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-14,23.8,21.1,22.1,28,24.6,9.7,9.7,1.49,96,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-15,28.2,20.4,23.6,32.2,23.2,0.6,0.6,3.83,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-16,28.9,21.1,24.4,33.4,24,0.1,0.1,4.16,78,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-17,29.8,20.5,24.9,35.9,23.7,0.1,0.1,4.95,80,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-18,29.4,21.7,25.2,33.1,24.8,2.7,2.7,4.53,80,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-19,30.4,22.4,25.3,35.3,25.8,4.5,4.5,4.77,81,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-20,28.7,21.2,23.7,33.3,24.6,9.6,9.6,3.3,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-21,28.4,21.1,24,34.1,24.6,9.5,9.5,3.82,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-22,29.1,21.8,24.4,35.5,26.1,4.1,4.1,3.7,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-23,26.9,21.1,23.1,32,24.5,32.8,32.8,2.51,93,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-24,28.2,21.4,24.1,32.9,24.8,2.6,2.6,3.46,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-25,26.4,21.2,23.5,30.7,24.6,12.7,12.7,2.4,91,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-26,26,21.7,23.4,31.5,25.1,16.3,16.3,2.22,94,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-27,25.2,21.5,22.9,30.6,25.1,13.6,13.6,2,96,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-28,28.3,21.2,23.7,32.8,24.9,4.7,4.7,3.28,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-29,29.9,21.6,25,35.5,25,0.7,0.7,4.51,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-11-30,31.1,22.2,26.2,37,26.1,0.1,0.1,5.15,80,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-01,30.4,22.9,26,37.7,27.2,10.3,10.3,4.42,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-02,26,21.7,23.1,31.9,25.7,31.9,31.9,2.31,95,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-03,25.8,21.4,23.2,30.9,25.3,14.2,14.2,2.86,93,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-04,28.8,20.4,23.6,34.9,23.4,6,6,4.06,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-05,30.2,20.5,25,36,24,0.1,0.1,5.19,82,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-06,26.6,22.1,23.6,31.6,25.3,10.1,10.1,2.78,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-07,24.9,20.7,22.3,29.1,23.6,19.3,19.3,2.38,95,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-08,26.7,20.2,22.6,31.1,22.7,13.2,13.2,3.01,90,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-09,27.8,20.4,22.7,33.4,23.1,14,14,3.31,90,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-10,27.6,20.8,23.7,32.9,23.9,3.8,3.8,3.82,87,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-11,27.7,21.4,23.8,31.5,25.4,5.8,5.8,3.39,87,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-12,27.7,21.2,23.6,32.7,24,9.2,9.2,3.41,87,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-13,24.1,21.1,22.3,28.3,24.5,15.8,15.8,1.72,96,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-14,25.6,20.8,22.8,30.4,23.7,9.5,9.5,2.69,94,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-15,25.8,21,23.1,30,24.3,14.2,14.2,2.82,91,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-16,28.4,20.9,24,33.2,24,3.9,3.9,3.98,87,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-17,29,21.6,24.5,34.5,25.1,2.1,2.1,4.13,85,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-18,28.2,21,23.5,34.3,24.8,16.8,16.8,2.98,94,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-19,27.4,21.2,23.5,32.9,25.1,7.2,7.2,3.08,92,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-20,27.8,21.5,23.8,31.4,24.9,2.8,2.8,2.72,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-21,28.5,21.8,24.5,33.6,24.5,4,4,4.15,85,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-22,28.7,22,24,35.6,25.1,5.4,5.4,2.92,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-23,23.8,21.3,22.6,29,25.5,33.4,33.4,1.84,97,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-24,27.4,21,23.2,33.5,24.3,5.1,5.1,3.63,90,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-25,28.2,22.1,24.4,34.1,25.3,3.5,3.5,3.46,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-26,29.7,21.4,24.9,35.3,25.3,6.6,6.6,4.66,85,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-27,30.5,20.6,25.4,36.2,23.8,0.1,0.1,5.42,81,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-28,30.4,22,25.8,35.2,25.1,0.4,0.4,5.06,78,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-29,28.9,21.5,25.1,34.8,25.3,4.5,4.5,4.5,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-30,30.7,21.3,25.2,36.1,24.9,0.6,0.6,5.04,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2014-12-31,30.1,21.7,25.7,35.2,25.5,0,0,5.17,81,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-01,30,22.1,25.4,35.3,25.8,1.2,1.2,4.51,81,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-02,30.1,21.4,25.6,35.9,25.2,0.5,0.5,5.08,82,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-03,30.3,20.7,25,38.2,24,16.1,16.1,4.9,86,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-04,30.3,21.7,24.8,37,25,16.6,16.6,4.84,86,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-05,29,21.3,24.3,34.6,25.4,5.6,5.6,4.23,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-06,29.1,21.7,25.1,34,24.9,1,1,4.58,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-07,29.3,21.1,24.8,35.2,24.3,2.4,2.4,4.72,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-08,30.5,20.9,25.3,36.4,24.4,0.8,0.8,5.04,82,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-09,30.4,21.5,25.3,37,25,5.4,5.4,5.01,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-10,30.1,21.1,24.9,37.2,24.3,0.7,0.7,5.31,81,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-11,30.3,22.7,25.6,36.9,27.1,6.9,6.9,5.12,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-12,29.5,21.2,24.3,37.2,25,8.2,8.2,4.01,89,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-13,29.3,21,24.6,34.9,24.7,6.3,6.3,4.43,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-14,29.8,20.6,24.9,36.2,24.2,2.1,2.1,5.07,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-15,30.2,22,25.5,37.1,26.1,4.6,4.6,5.12,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-16,30.5,20.9,24.8,37.3,24.6,2.7,2.7,5.15,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-17,28.4,21.5,24.4,34.6,25,10.6,10.6,4.4,84,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-18,28.4,21.1,23.7,34.8,24.6,9.7,9.7,3.95,87,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-19,30.8,20.4,24.6,37.5,23.7,0.6,0.6,5.2,83,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-20,29.1,21.3,24.4,34.8,25.1,21.6,21.6,4.06,88,-13.83,-56.08,"2014-10-23","2015-01-21"
2015-01-21,29.3,21.1,24,36.1,24.7,2.6,2.6,4.42,87,-13.83,-56.08,"2014-10-23","2015-01-21"
2016-10-19,32.5,23.6,27.5,38.6,27,1.3,1.3,5.2,70,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-20,29.5,23.2,25.5,35.5,27.8,9,9,3.16,87,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-21,29.9,22,25.3,35.3,26.1,7.5,7.5,4.28,85,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-22,30.1,21.7,24.7,36.6,25,10.8,10.8,4.23,88,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-23,31.2,22.7,26.1,35.7,26.6,4,4,4.47,83,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-24,30.8,21.3,24.9,38.1,24.8,7.3,7.3,4.6,85,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-25,30.7,21.4,25.1,36.9,25.1,3.2,3.2,4.62,85,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-26,31.4,22,26,38.3,25.8,2,2,4.81,84,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-27,25.1,21.4,22.8,28.3,21.9,5.3,5.3,2.46,89,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-28,28,19.4,23.1,31.1,19.1,0,0,5.71,65,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-29,30.2,20,24.6,35.3,20.2,0,0,5.94,62,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-30,31.7,21.1,25.9,37.2,23,0,0,5.37,67,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-10-31,30.3,22.8,26,35.3,26.3,4.9,4.9,4.52,78,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-01,30.1,21.7,25.2,36.3,25.2,9.4,9.4,4.47,83,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-02,30.5,22.2,26,36.2,25.3,2.5,2.5,4.84,78,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-03,27.9,21.5,24.1,32.6,24.8,9.2,9.2,3.23,86,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-04,29.5,21.5,24.4,33,24.1,1.9,1.9,3.99,82,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-05,30.6,22.2,25.4,34.4,24.8,0.6,0.6,3.95,79,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-06,32,22.8,26.6,38.3,26.5,2.2,2.2,4.86,77,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-07,29.2,22,24.9,36.2,25.8,18.2,18.2,4.12,88,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-08,31.1,22.3,25.9,37.1,26.5,6.8,6.8,4.92,84,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-09,29.8,21.8,25.2,36.3,25.4,4.1,4.1,4.29,85,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-10,28.5,21.7,24.5,33,25.7,4.4,4.4,2.96,87,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-11,30.5,22,25.1,36.9,25.8,5.4,5.4,4.32,85,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-12,24.1,22,22.5,29.4,25.3,36.7,36.7,0.88,98,-13.82,-56.09,"2016-10-19","2017-01-17"
2016-11-13,26.7,21.4,22.8,30.7,23.8,7.6,7.6,2.47,94,-13.82,-56.09,"2016-10-19","2017-01-17"
