"time","temperature_2m_max","temperature_2m_min","temperature_2m_mean","apparent_temperature_max","apparent_temperature_min","precipitation_sum","rain_sum","et0_fao_evapotranspiration","relative_humidity_2m_mean","lat","longitude","planting_date","pd_90"
2013-01-04,23.4,16.3,19.3,24.5,15.7,0.5,0.5,3.21,80,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-05,27.5,18,21.6,31,18.2,3.3,3.3,4.78,81,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-06,27.2,19.9,22.6,30,21.5,2.3,2.3,3.4,84,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-07,28.1,18.5,22.7,31.9,20.5,0.9,0.9,4.51,83,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-08,23.3,20.6,21.5,24.8,22.1,12,12,1.47,90,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-09,27.1,19,21.9,31.5,21.4,1.5,1.5,4.2,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-10,25,16.1,20.2,26,15.7,0,0,5.97,70,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-11,22.2,12.5,17.5,22,11.5,0,0,4.94,72,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-12,23.5,13.3,17.9,25.4,12.8,0,0,5.28,70,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-13,23.2,14.3,18.7,24.9,14.5,1.9,1.9,3.74,81,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-14,22.4,16.8,19,25,17.1,10.4,10.4,2.99,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-15,24.2,17.3,19.5,28,18.5,8.4,8.4,3.49,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-16,23.4,17.2,19.4,26.4,18.1,9.4,9.4,3.16,87,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-17,25.1,16.7,20.3,27.9,18.5,2.1,2.1,4.49,83,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-18,26.5,17.2,21.1,30.4,18.6,9,9,4.67,83,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-19,25.5,16.6,20.5,28.3,18.5,1.2,1.2,4.53,83,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-20,22.7,15.6,18.9,24,15.8,0.9,0.9,4.24,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-21,21.7,15.6,18.1,21.1,14.4,0.6,0.6,3.66,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-22,23.5,13.7,17.8,24,12.2,0,0,4.59,73,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-23,23.8,15.5,19.4,25.9,14.9,0.3,0.3,4.06,75,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-24,26.3,16.8,21.2,29.4,17.8,0.2,0.2,5.05,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-25,27.3,18,22.1,30.9,19.3,6.3,6.3,4.39,82,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-26,27.5,16.8,21.4,29.7,18.2,0.8,0.8,4.37,79,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-27,24.7,17.3,20.1,26.1,16.5,0.1,0.1,3.47,77,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-28,26.5,16.6,20.9,28.4,17,0,0,5.22,73,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-29,26.1,15.4,20.2,28.3,15.2,0,0,5.55,72,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-30,26.5,14.9,20.3,28.6,15,0,0,5.26,76,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-01-31,27.1,18,22,28.4,19,0,0,4.43,74,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-01,27.6,19.7,22.7,31.6,21.2,5.6,5.6,4.28,80,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-02,28.4,19.5,22.9,32.9,21.9,7.2,7.2,4.78,84,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-03,20.9,18.4,19.6,24.5,20.1,23.6,23.6,1.16,97,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-04,21.7,16.4,19,22.1,16.3,1.6,1.6,3.02,83,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-05,23.1,15.3,18.7,25,14.6,0.6,0.6,3.76,77,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-06,24.6,16.7,19.5,26.9,16.3,0.3,0.3,4.05,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-07,20.7,16.4,18,20.9,15.9,7.2,7.2,2.09,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-08,21.7,16.5,18.2,23.5,16.3,6.4,6.4,1.72,92,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-09,21,16.6,18.4,22.8,18,10.1,10.1,1.68,94,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-10,21.9,17,18.8,22.7,18.1,11.7,11.7,1.84,91,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-11,25.2,17.7,20.7,27,18.5,1.4,1.4,3.58,85,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-12,24.5,18.4,21,26.2,19.4,7.2,7.2,2.65,87,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-13,25.1,18.5,21,29.1,20.5,19.1,19.1,3.16,91,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-14,24,18.7,20.9,26.3,21.2,14.7,14.7,1.85,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-15,24.9,18.3,21.4,26.3,18.9,9.9,9.9,2.92,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-16,25.4,18.9,21.2,27.9,20.8,15.4,15.4,3.09,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-17,26,18.8,21.9,28,20.5,5.6,5.6,4.2,84,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-18,28,17.9,22.3,32.3,19.6,6.9,6.9,4.81,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-19,25.7,19.5,22.2,28.7,21.6,0.5,0.5,2.99,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-20,26.5,19.5,22,30.6,21.8,18.9,18.9,3.59,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-21,27.1,18.8,22.1,30.2,20.9,1.9,1.9,4.1,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-22,24.5,18.3,21,27.7,17.5,11.5,11.5,3.19,87,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-23,22.8,16.5,19.1,23.5,16.1,0,0,2.82,81,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-24,25.5,17.4,20.8,26.7,17.7,0.1,0.1,3.62,80,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-25,26.8,18.6,22.2,29.8,20,0.2,0.2,4.54,80,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-26,23.1,19.2,20.8,25.9,21,11.8,11.8,2.59,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-27,25.4,16.8,20.6,29.4,17.8,0.1,0.1,4.03,81,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-02-28,25.4,18.5,21.2,30,19.3,0.5,0.5,4.15,79,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-01,25.8,17.7,20.9,27.9,18.6,0,0,4.53,77,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-02,26.7,15,20.4,27.5,14.3,0,0,4.73,74,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-03,27.2,17.8,22,28.9,19,0,0,4.83,75,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-04,27.4,15.3,21.7,29,15.8,0.9,0.9,4.51,74,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-05,23.7,19.4,21.2,25,21.7,11.8,11.8,1.88,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-06,25.5,19.2,21,28.7,20,10.3,10.3,2.65,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-07,25,18.8,20.9,29,20.6,6.9,6.9,2.52,91,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-08,27.2,19,21.7,32.1,21,7.5,7.5,3.69,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-09,27.2,18.1,21.7,31,20.3,7.1,7.1,3.3,87,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-10,25.8,19,21.6,28.1,20.6,4.1,4.1,2.91,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-11,25.7,17.9,21.3,29.4,20.1,10.6,10.6,2.82,91,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-12,24.4,19.6,21.4,26.3,20.8,13.7,13.7,2.26,92,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-13,23.8,20,21.5,25.4,21.5,6.5,6.5,1.85,90,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-14,19.5,16.5,17.7,18.9,15.4,0.8,0.8,1.4,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-15,20.1,16.3,17.9,21.1,15.6,4.1,4.1,1.41,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-16,24.4,17.7,20,26.8,18.8,10.2,10.2,2.42,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-17,19.5,15.6,17.4,20,13.2,2.2,2.2,1.77,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-18,16.8,13.9,15.2,14.6,11.5,0.4,0.4,1.95,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-19,19,13.9,16.1,17.4,12.2,3.8,3.8,1.61,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-20,20.6,15.6,17.4,20.3,14.3,10,10,2.04,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-21,22.6,16.8,18.7,23.2,16.8,8.7,8.7,1.8,91,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-22,24.5,14.2,19.2,25.7,14.8,0,0,3.58,81,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-23,23.4,15.9,19.1,24.1,15.9,0,0,3.31,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-24,19,14.5,16.5,18.2,13.3,14,14,1.48,87,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-25,23.6,15.6,18.6,24.4,14.9,3,3,2.91,86,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-26,22.7,16.9,19,24.2,17.7,2.8,2.8,2.18,90,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-27,22,13.9,17.6,22.7,13.7,0.9,0.9,4.02,78,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-28,22.7,11.6,16.6,23.2,10.7,0,0,3.74,72,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-29,21.1,14.6,17.3,20.5,13.7,0.1,0.1,2.51,79,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-30,20.9,14.3,17,20.3,13.4,0.1,0.1,2.47,80,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-03-31,24.5,15.5,19,25.3,15.3,0,0,3.15,79,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-04-01,25.7,16.8,20.4,27.5,17.6,0,0,3.63,81,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-04-02,22.5,18.5,19.9,24.8,19.8,3.8,3.8,1.7,89,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-04-03,23.3,17.3,19.6,25.3,18.2,0.4,0.4,2.43,85,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-04-04,22.3,17.6,19.7,23.8,18.8,3.9,3.9,2,88,-25.43,-49.99,"2013-01-04","2013-04-04"
2013-12-12,22.5,14.9,18,23.3,14.1,0,0,3.47,77,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-13,24.2,14.4,18.7,27.5,13.5,0,0,4.82,75,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-14,26.1,16.1,20.3,28.7,16.6,7,7,4.27,80,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-15,26.8,17.4,21.2,32.2,19,2,2,5.25,83,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-16,25.9,16.8,21.1,29,18.3,0.2,0.2,5.09,77,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-17,23.6,16.8,19.8,23.3,17,0,0,4.17,74,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-18,25.7,14.2,19.3,26.8,13.8,0,0,5.05,72,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-19,24.9,16.5,19.8,25.6,16.9,0,0,4.72,76,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-20,24.7,17.6,20.4,26.2,17.9,1,1,4.61,77,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-21,24.6,17.2,20.2,24.6,17.4,0,0,4.33,74,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-22,23.6,17.1,19.7,24.2,16.7,1.4,1.4,3.85,80,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-23,24.3,17.2,20.3,25.3,17,0,0,4.01,75,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-24,26.3,17.1,21.2,27.9,17.9,0,0,4.7,71,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-25,29.1,17.3,23.2,31.8,19,0,0,5.33,70,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-26,29.5,19.3,24.4,32.9,21.6,0.2,0.2,5.33,71,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-27,28.4,20.6,24.2,33.9,22.9,13.6,13.6,4.49,79,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-28,28,20.7,23,30.6,23,8.6,8.6,3.41,83,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-29,25.5,20,22,27.8,22.6,18.7,18.7,2.91,90,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-30,26.8,19.3,22.1,28.4,21.2,1.4,1.4,3.26,86,-25.43,-49.99,"2013-12-12","2014-03-12"
2013-12-31,26.6,20.2,22.8,28.6,21.9,9,9,3.78,84,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-01,25.3,20.5,22.6,28.2,22.1,7.2,7.2,3.25,87,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-02,27.6,20,23.2,30.2,22.2,4.7,4.7,4.59,84,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-03,27.5,21.6,23.6,29.7,23.5,4.2,4.2,3.99,82,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-04,22.7,17.3,20.3,25.3,17.2,11.5,11.5,1.56,92,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-05,23.9,16.6,19.5,25.9,16.4,4.5,4.5,2.5,86,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-06,23.8,18.8,20.4,27.2,20.5,8.5,8.5,2.43,92,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-07,27.3,17.5,21.4,30.9,18,2.1,2.1,5.09,80,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-08,27.6,17.4,22.2,30.6,18.7,9.9,9.9,5.27,81,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-09,26.5,17.4,21.2,30.2,19.2,6.4,6.4,3.66,87,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-10,28.9,17.6,22.5,32.9,19,0.9,0.9,5.64,79,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-11,28.8,18.3,23.3,33.4,20,1.8,1.8,5.58,78,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-12,26,18.9,21.9,29.7,20.9,18.3,18.3,3.73,86,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-13,22.6,18.2,19.9,24,20,11.8,11.8,1.92,91,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-14,24.5,17.6,19.8,27.9,18.3,9.8,9.8,3.24,88,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-15,24.3,17.1,20.1,27.1,18.1,9,9,3.68,87,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-16,23.3,16.9,19.7,25.3,18,13.3,13.3,3.2,87,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-17,26.2,16.4,20.7,31.7,17.7,1.6,1.6,5.16,83,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-18,26.6,17,21.2,30.5,18.3,0,0,6.11,73,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-19,27.1,15.5,21.4,30.7,16.3,0,0,6.24,71,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-20,28.4,16.1,22.3,32.5,16.9,0,0,6.06,68,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-21,28.3,16.8,22.6,30.7,16.9,0,0,5.67,71,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-22,28.6,20.2,23.9,33.4,21.7,3.1,3.1,5.31,75,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-23,29.2,19.3,23.6,33.4,21.8,3.1,3.1,5.44,79,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-24,28.9,19.7,24,32.8,21.9,1.6,1.6,5.46,79,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-25,25.5,20,22.2,30.3,21.6,20.1,20.1,3.13,88,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-26,27.8,18.4,21.9,31.8,19.2,3.2,3.2,4.18,83,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-27,28,20.3,23.4,33.4,22.9,0.7,0.7,4.72,81,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-28,29,18.9,23.7,33.4,21.2,0.1,0.1,5.49,76,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-29,28.2,19.2,23.9,31.4,20.8,0,0,5.35,70,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-30,30,19.7,24.9,32.3,21.9,0.4,0.4,6.05,63,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-01-31,30.4,18.5,25,33.4,19.8,0,0,6.01,62,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-01,31.2,19.3,25.5,34.7,21.8,0,0,6.02,65,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-02,31.4,19.7,25.5,33.7,21.9,0,0,6.25,61,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-03,29.4,20.8,25.2,32,23.2,0.6,0.6,5.02,66,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-04,29.9,20.5,25.3,33.3,23.7,0.9,0.9,5.33,68,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-05,30.5,20.1,25.5,33.2,22.2,0,0,5.25,64,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-06,32.1,19.5,25.9,35.3,22,0,0,6.04,63,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-07,33.1,18.8,26.3,34.8,20.7,0,0,6.51,58,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-08,31.5,21.1,25.6,34.2,22.7,4.2,4.2,5.12,62,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-09,30.7,20.3,24.9,33.8,23.2,0.2,0.2,5.78,69,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-10,31.6,18.3,25.3,33.5,20.5,0,0,5.8,65,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-11,31.8,18.4,25.2,34.7,19.5,0,0,6.37,60,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-12,30.6,19.7,24.5,32.5,22,1.2,1.2,5.37,69,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-13,28.9,19.2,23.2,32.4,21.5,5.8,5.8,4.67,78,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-14,22.2,17.3,20.2,25.5,16.4,23.1,23.1,1.12,92,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-15,20.2,15,17.2,17.9,12.9,7.8,7.8,2.3,85,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-16,19.8,14.5,16.9,18.1,12.4,0.7,0.7,1.83,85,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-17,23.2,15.5,18.7,22.5,13.8,0.7,0.7,3.21,82,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-18,23.6,18,20,23.5,16.8,1.2,1.2,3.89,79,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-19,25.3,16.2,19.9,25.5,15.1,0,0,4.81,71,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-20,27.1,15.7,20.5,28.3,15.1,0,0,4.62,73,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-21,27,18.4,21.7,29.1,19.2,10.2,10.2,3.49,79,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-22,25,19.2,21.1,27.5,21.4,7.7,7.7,2.1,89,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-23,23.8,19.2,21,25.1,20.7,11.3,11.3,2.63,88,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-24,24.4,18.9,20.7,26.2,20,10.8,10.8,2.33,89,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-25,27.2,16.9,21.2,31.2,18.5,3.2,3.2,4.61,84,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-26,27.4,17.2,21.9,30.4,18.7,3.6,3.6,4.4,84,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-27,24.4,18.9,21.3,26.9,20.3,18.4,18.4,3.16,88,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-02-28,22.9,17.6,19.6,23.8,19.9,8.7,8.7,2.37,89,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-01,24.4,15.9,19.6,25.6,17.3,0.6,0.6,3.96,81,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-02,25.3,17.1,20.7,26.8,17.3,0,0,3.87,75,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-03,23.7,17.3,19.7,23.6,17.3,0.1,0.1,2.63,80,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-04,25.5,17.4,20.2,27.6,17.2,9.6,9.6,3.1,84,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-05,24.1,18.5,20.4,26.2,19.1,13.1,13.1,2.41,89,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-06,25.8,16.7,20.7,27.4,17.5,0.8,0.8,4.21,80,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-07,24.8,17.6,20.1,27.3,18.3,4.3,4.3,3.67,81,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-08,23.6,16.1,19.2,26.7,16.8,3.1,3.1,3.6,82,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-09,24.8,16.6,20,26.9,17,1.2,1.2,3.98,80,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-10,26.7,17.1,21.2,27.4,17.9,0,0,4.5,76,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-11,24.3,18.4,20.6,25.8,20.3,15.7,15.7,2.73,85,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-03-12,22.7,16.1,19.1,25.5,17.1,20.3,20.3,2.09,93,-25.43,-49.99,"2013-12-12","2014-03-12"
2014-09-08,24.2,14.5,18.3,25.2,14.7,0,0,3.1,83,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-09,25.9,14.6,19.6,25.5,14,0,0,4.28,74,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-10,26.3,14.3,19.8,24.9,12.1,0,0,5,61,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-11,28.4,15.9,21.6,28.4,14.1,0,0,5.05,58,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-12,25.8,14.9,19.3,27.5,13.8,0,0,4.06,78,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-13,26.1,13.7,19,27.1,13.6,0,0,4.36,72,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-14,27.1,13.3,19.7,27.9,12.7,0,0,4.35,70,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-15,24.6,15.4,19.4,23,14.8,1.3,1.3,3.37,69,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-16,22,10.5,16.4,22.8,9.1,0,0,4.29,67,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-17,23.3,13.2,17.1,23.9,11.4,0,0,4.2,70,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-18,23.8,11.8,16.8,24.3,10.2,0.8,0.8,3.37,74,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-19,20,14.2,16.1,20.9,13.3,35.8,35.8,1.05,93,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-20,18.9,14.7,16.9,20.6,15.1,10.8,10.8,1.24,91,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-21,20.4,11,15.6,20.1,10,0,0,4.04,76,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-22,18.7,10.6,14.2,17.1,8.2,0,0,3.53,73,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-23,24.3,9.9,16,25.3,8,0,0,4.33,75,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-24,18.5,15,16.7,20,14.2,23.1,23.1,0.89,88,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-25,21.1,14.2,17,22.2,14,5.8,5.8,1.67,90,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-26,20.2,17.1,18.1,22.9,17.4,33.3,33.3,0.89,96,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-27,18.1,14.4,15.9,18.9,13.2,2.9,2.9,0.76,94,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-28,19.5,14.1,16.2,20.5,13,8.8,8.8,1.46,93,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-29,21.9,15.9,18.4,24,16.2,4.6,4.6,1.46,92,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-09-30,24.8,15.4,20,26.7,15.4,20.2,20.2,2.37,84,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-01,26.7,17.9,21.3,27.8,18.2,9.3,9.3,3.86,83,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-02,20.1,13.9,16.3,20.3,10.8,0,0,3.63,74,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-03,17,10.9,13.2,14.8,7.1,0,0,3.49,73,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-04,16.1,9.6,12.2,12.9,5.9,0,0,2.94,74,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-05,19.1,10.2,13.4,18.1,7.1,0,0,3.82,73,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-06,21.6,9.4,14.7,22.1,6.7,0,0,4.32,72,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-07,23.2,11.5,17,24.5,10.5,0,0,4.3,73,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-08,24.4,13.8,19,25.3,13.9,0.2,0.2,3.97,72,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-09,26.7,13.8,20.3,27.1,13.3,0,0,5.34,67,-25.43,-49.99,"2014-09-08","2014-12-07"
2014-10-10,28.6,14.2,21.4,28.8,14,0,0,5.55,66,-25.43,-49.99,"2014-09-08","2014-12-07"
